,col01,col02,col03,col04,col05,col06,col07,col08,col09,col10
0,0.6545436706714873,0.01192682291007241,0.3914706678289801,0.828826319402225,0.44250930838181224,0.18632479719773698,0.14367054076876917,0.07242787262169192,0.38501913339900273,0.21504800326893703
1,0.9880709338838659,0.8645025415161692,0.451571373593867,0.25326913333058565,0.18270674181102964,0.5816846809782219,0.24279335141665703,0.08323839020268875,0.08218019611707184,0.30218247787703834
2,0.26558641351535506,0.4479386847644937,0.8307427128832363,0.6033881306032606,0.8472043896625339,0.6159720111552391,0.43418157616029995,0.7658591436892157,0.5189606039100393,0.786504315772491
3,0.20384950036926286,0.20549248612759408,0.058022075233227666,0.031792929942764725,0.4579668016085091,0.24111848134414526,0.7302188062000503,0.20424971289872973,0.5627799704229081,0.48920920020231773
4,0.0714615151753073,0.5501072979284417,0.25556297403087014,0.9899835946393348,0.022528770579582358,0.5579133948748547,0.48289503454158766,0.8425179883477931,0.654126503439363,0.07660367730160134
5,0.3493369143285182,0.6581926155638171,0.568289388499838,0.9850857851998803,0.6676519233613601,0.5802808225014896,0.17975668008525425,0.922911539908692,0.8649340594670071,0.05579002836906932
6,0.21651810169868158,0.860475355995652,0.3102330029790521,0.09117562963211745,0.2951208914354392,0.7520897232110078,0.5427640519190323,0.7136899226678222,0.7817414703209938,0.8806309636165423
7,0.3876976486201257,0.3736523726322404,0.24840062115923844,0.9111669047675436,0.44638799278318597,0.6044395424543952,0.8009098873732281,0.03705401567290578,0.7423103353548393,0.4311702651447188
8,0.03804512181215003,0.06808716911479085,0.9733684331375005,0.22220394699747859,0.7496021264223618,0.06265879905405969,0.11205789786864984,0.403685067161086,0.2258097307658664,0.7152850712824123
9,0.2427101031571436,0.7839960563144736,0.8933356345115069,0.283417436986512,0.16876924065702592,0.5843501279213612,0.22269368550019886,0.10207857882195182,0.47833816997273804,0.5478870459396438
10,0.7223596304864507,0.0870609245548134,0.8929909111264114,0.5995837055901765,0.9808453289093451,0.7192210452706587,0.6470961207164567,0.43170187750050193,0.11605317064638898,0.5246811952274347
