,col01,col02,col03,col04,col05,col06,col07,col08,col09,col10
0,0.6968003299426521,0.399008060366281,0.8989682599862983,0.49474805447517145,0.40261550591088335,0.16627196064715988,0.7290173813482067,0.08352143520180089,0.8227653411911987,0.03888351351776598
1,0.41268516877316963,0.8727561582908926,0.5188496340614269,0.6583269332497463,0.08530358931473125,0.3590790964327445,0.9992265027137288,0.4110327046282505,0.5535278664652522,0.5530445902344702
2,0.4267248194702077,0.24315467275645375,0.7191308740062741,0.9732694887829835,0.4488743795406387,0.8083124413439375,0.11721605940310642,0.9200094365768064,0.5472560670108724,0.33125372975607215
3,0.871423585531687,0.2054533039841806,0.05658979429850963,0.23837947070594956,0.38195555249423874,0.07040199773283129,0.17513003206131605,0.36896765962548517,0.5068540322666952,0.9793163978144217
4,0.7796050384916948,0.5805849193677523,0.16432549065438817,0.6152864291212137,0.9713252586445256,0.806786431039047,0.09002477134816811,0.1890678695597532,0.2450635369419829,0.860098899692231
5,0.010031862755720766,0.2894762856907712,0.9737739610244965,0.805598808230868,0.47005762147154617,0.884424563330593,0.4698308632912087,0.8810617631040246,0.48274812046554516,0.9546931551362936
6,0.9117254940513781,0.8836244303967136,0.5997605845827173,0.8780377452041234,0.042699719889690235,0.38164902121574207,0.7661686055096245,0.6719355436315964,0.5033212399390677,0.7505399238793422
7,0.48661932290587984,0.40863222851558667,0.7108133751246273,0.33752781815220767,0.6287250231445832,0.5301106076881482,0.6507306640350297,0.23668834411817619,0.423208245854403,0.2728271844316441
8,0.8537730434871192,0.909470261127919,0.18458386962522866,0.08735803672323972,0.5522687748850941,0.14258021185893976,0.805196443074562,0.745099455080404,0.07574455235965627,0.0506005380243616
9,0.26462080382680253,0.7557784084204106,0.21332593957654877,0.8353373934714503,0.6620803169756769,0.8240235192533293,0.6180834973569683,0.663222660781211,0.6251298631823298,0.9204694610213455
10,0.770270438756064,0.7638651546342772,0.24230920114759769,0.9781646268939432,0.8353938376619575,0.8756445665802567,0.508264731122316,0.2553087739659763,0.4172946247001521,0.817932405957674
